tweet_id,emotion,content
1753467741,enthusiasm,"i want to wake up early, and get a coffee tomorrow (today) !  it's going to be a busyy day! but have to keep writing.. booo whoo!"
1695728645,love,@FunkySteph Thank you! I hope you have a great rest of your day! Have you had your afternoon coffee yet?
1964210995,sadness,came online for a big cause. ruined
1752159631,sadness,"hot wings cafe with willyum  mild, spicy BBQ, curly fries.. delicious!!  http://twitpic.com/4wesr"
1965677148,relief,sitting at home cuz my plans for tonight cancled  but they are on for tomo so that makes me happy  ctc or txt me!
1753235119,enthusiasm,"@joyfrequencies Yes, but I'm quite rusty.  I'm hoping to get back to it and &quot;tune up&quot; my skills.  Tim plays guitar.  We threaten duets."
1960349891,worry,@wolverine66 didn't get them
1751749430,hate,i blame you all!  got it??? good :p she better be in good condition 2! &lt;33 night
1964083264,neutral,"@eincline that's me right now, all I can do is stare at everyone else working on thier laptops"
1751502074,relief,@MishaSaysRawr i'm totally gonna have money to actually buy a pair of shoes this time
1694608325,surprise,@ladybug8320 that is definitely a blast from the past
1694687021,surprise,"@BRIAN_____ re:firmware. Heh, just a coincidence. I didn't do anything. Maybe the SW guys heard you?"
1963543973,hate,I think I did okay on my Math Test today. I really really really hope I did. If I didn't I swear I will get SO mad at myslef.
1962000203,anger,@cindaxo the straightener's another 110 pounds though. Seems pricey
1694016064,worry,@Meghaaa lol. sounds like don't call me babe  have done that too !! have you thought that over ?
1695805917,empty,@Lopimpson14 HELLOO
1694237803,fun,today Jon Doe plays at the Moho. ia m excited  itï¿½s gonna be funny.. but before i have to carry all the equipment and do the backline
1960495571,neutral,@Chilosa09 Have fun tomorrow night. I think it will be more fun at a bar than art gallery. Wish I could be there
1696217267,fun,@bellaphonic yay! #iPhone goodness is so fun!
1751572639,sadness,Feelin really awful. Having mono sux so much. Omg...listening to music
1963525231,hate,Ummm I'm really f*cking annoyed that my computer won't let me get on facebook. every other site known to man--yes-- facebook-- no
1963427726,neutral,@famouslyalone Me too!    need some tour dates stat!
1957439681,surprise,I'm going to bed ....it's weird the 1st time in a long time.. He didn't call and say goodnight  ... Ima lil curious
1751289234,worry,chillen just started on twitter.
1961104398,hate,hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone  GA on my mind
1961365936,happiness,@KirstynSmith I spent 3 hours sitting out in the sun - picnic lunch + ice cream = win. We should have had a BBQ today
1752503073,fun,@ztnewetnorb yes yes yes lotsa fun  i cant wait. dont like make up with shaun too much in front of me tho cos ill get awkard haha
1962720906,hate,okay... I can't twitter anymore.. I have to study..  ugh I HATE SCHOOL.. jk. but I thoroughly dislike it...
1962827535,empty,"gor i am soo bored, man i don't think i could get any more bored"
1753694791,hate,@LisaHopeCyrus sry twitterfon is kinda shit i will stay at tweetie  this world is so unfair you always have to pay for good stuff :/
1962615369,boredom,bored out of my mind
1694440079,sadness,"am hungry.. going to eat... catch up with you guys later &amp; 4 people who are hurt by my sardonic quotes - why are you waiting, hit me back"
1966160229,empty,Trying to sleep but it's too hot!
1963158441,worry,"@hwilliams3782 thanks, it's a job that pays the bills and nothing new except for the 15 sec trailer...I keep looking but nothing else"
1693996800,fun,"@DavidArchie if you don't mind, change your profile pic with a picture of you in UK. It'll be fun"
1965977607,neutral,@angelealain  Hope you get to spend the weekend at home.
1963350616,hate,Wating to get my hair cut before prom. It sucks people screaming instead of talking.     Probably going to be wating for another hour  ...
1695731001,love,"For every kiss you give me, I'll give you three -"
1961911079,neutral,on my way to work been off for four days and i really really dont wont to go!
1751070207,love,@MayMclean BabyLove em homenagem ao Baby D
1695281479,fun,"@nuttychris Greatings from planet shannan, we have laded once again on your lanet &amp; hopefull we come in peace =/ Hmm...Haiaa"
1963157158,neutral,"im backkkk!!!!!!!! hungry as hell, havent ate today"
1961892829,boredom,i'm so tired  of being sick ALL the time!!!!
1696178807,enthusiasm,"Just got back from work, OT na naman. What's new?"
1751396136,anger,omg! goooood ass nappy nap  jusss woke up bout 2 clean up a lil then get ready
1966225608,hate,@jessicagee7 i have restricted driving priviledges...  and i didn't even do anything. stupid double standards
1960538385,boredom,trying to finish my ass-ignment.please god help me to finish it
1753155905,fun,Just got off the phone with lainey the love of my life  . . . Now im taken a crap
1957172292,hate,Its weird being at the guy's house without them here. I don't like it
1966290774,worry,@katevoegele I wish you weren't going to a 19+ venue in Vancouver
1694551684,surprise,"@brettdennen 'discovered' you at the fray last night, nice music. then saw your vlogs. really, so whack."
1958094323,surprise,"Acquiring a CentOS live CD, now where did I put my memory stick, I would like to boot from that. I wonder if I left it at home"
1694381799,anger,@paulmoxham everything is your fault moxy...everything.   x
1694165651,happiness,@QUEENKAK oh thank you thank you! Was hoping the video will be online
1751609883,happiness,@Afish0410 awwww jim jam  we're good at dodging meatballs WOO
1694089638,neutral,@deversum lolz  I'm the other way 'round. My English is better than my Dutch (which is considered weird here :p)
1753649733,relief,goes to church  hallelujah!
1957154821,hate,i just murdered two fucking mouses!!! now i cant sleep
1694665067,worry,another lazy day i supposee
1965098072,anger,@ACMcWhale I always feel guilty about it
1752534876,fun,"@facit Hahaha. No, I haven't. I think I'll reserve it for next weekend. Have some paperwork to do. Or maybe tonight!"
1957117050,surprise,recapping on britains got talent. britain seems more talented than america
1753179007,happiness,@robdelete yo  what you think of last night? was good to see ya!
1694769688,enthusiasm,"@j3nn1e ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x"
1694239012,happiness,@AnGee10 @malennaa yess... it's awesomee.. and u can follow ur love molly hahah....  now u can chat with us here!
1957556693,neutral,work sucked .. another 8 hour shift with only 30 dollars to show for..    i need a new job...
1751142700,happiness,Chillen with Csla.. Waiting to start.. Watchin pacquiao rerun..
1694512866,happiness,@aquapunk @_Mintyfresh Thanks very much!!
1751886224,fun,"@jumblejim &quot;A hike in the woods with four little kids couldn't be that exhausting, right? Wrong.&quot;  LOL.. Try downright masochistic!"
1694813071,anger,"@taylorswift13 Hello, yourself. Enjoy London. Watch out for the Hackneys. They're mental."
1957459568,worry,"Gone r the days wen we used to sit 4 exams.. no more exams, no more classes, no more bunking n no more fun.."
1751642372,empty,decided that wolf in a future Star Trek Logo game would be much cooler than Chewy in Star Wars
1965094393,sadness,My grandparents cat may die... I love that cat. I swear if he goes... / / /
1966120483,worry,"layenn down,uughh dunt feel well"
1694607880,enthusiasm,you'll be good eloise
1752646184,worry,"@FLallday Hey Kevin! Yeah, this one's gonna be a toughie for sure - not much sleep. Oh well, only 8 hours to go"
1694437865,relief,Still wide awake... fortunately I don't have to be up early.
1753775509,fun,Ooh I have snazzed up my profile with summery colors
1694727447,relief,"@GregorBenjamin yeah, nothing like the heat of home."
1695374594,happiness,"just woke up..busy busy busy 2day...bake bbyshower cupcakes and jays bday cake, bleach hair again &amp; see my boo"
1964090490,worry,I'm hungry  wife is at a Bodyshop Party and is bringing a takeaway home with her - how much longer will the party go on?
1694905740,love,just got back from Mcfly concert ahh it was so amazing! and I am now in love with David Archuleta
1965595330,boredom,bored fixed the internet for my dad but now im bored to death
1694626374,fun,@emmao414 Thanks Emma! Plus: Squeeee! You're my first comment!!!
1752795978,fun,Did you know call of duty has a scenario game called &quot;Nazi zombies?&quot; it's awesome and scary at the same time
1962326416,anger,i hella wanted a sausage mcmuffin but when i gt there breakfast was over
1753176870,happiness,"@emmilyxoxo wow,that must be sooo cool"
1750999137,love,In a really Good mood for absolutely no reason  tee her
1964808062,enthusiasm,@kristenyt  that's why I need to be there...To represent the Blackberries
1960138796,relief,"After being down for several hours, finally my site is back online. Silly DNS setting mistake"
1962912560,relief,@mileycyrus I would vote for you Miley but I live in Ireland  You'll be fine  Good luck! Slï¿½n!(bye in irish ) Sorcha xxxx
1965801971,love,Haven't used twitter in awhile. BGT!! DRAWING!! SUMMER!! FINALS
1957291305,anger,&quot;locked up abroad&quot; makes bein half brown good risk mgmt when travelin 3rd world. i blend. i feel sorry for my hostage magnet white pepo
1753697008,fun,"is Chillin', listening to Tunes"
1695444148,neutral,I'm at work trying hard not to succumb to the &quot;Poor me&quot; mentality due to severe allergies.  Boo.
1965313632,boredom,J Ross you can't leave the killers still singing and run the titles - you should have been edited out for more music - happy - not
1695923746,surprise,@twistedthursday She does!
1964706720,hate,God damn you Twitter!!!!!!!!!!!!!! Stop eating my undeleted DMs!!!!!!!!!!!!!!!!!!!!!!!!!!
1752940524,surprise,SNL w/ Justin Timberlake
1694418836,relief,checking iDestroy sales.... sales are good
1753075045,boredom,(@Pina) i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning
1965424981,hate,@harperkzm that sucks  booo.
1752749801,love,@kara_sutra what is your next youtube video gonna be about? I love your videos!
1962722424,surprise,"@exoticaleila lmao yea, I saw him on atlpics, yea I try to act like I'm still in atl  lol"
1964872212,fun,"@oakridgeboys Think these little youtube's are cool!! Prayers, my dad admitted to hosp. this am, n/sure what problem is yet, maybe heart"
1753887157,fun,"@exhilarating haha, not always, just a 2-day-trip, for a friend. But I've been here some times. That's why I know basic Japanese"
1964620757,sadness,"@jerrib247 sorry mom! I didn't mean to. I shouldn't have tweeted that, you are already having a hard day  Love you!"
1957724418,anger,"i hav a chance to win $10, $100, $1000.  i was given a free can of $ plant..have to wait till the plant grow to know if i won anythin!!?!"
1958101472,hate,IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[
1964766277,relief,My uncle isn't coming after all
1751250830,fun,"@Malunis A couple of other guys did similar mods, so it may not have been mine that @Artoni saw. I think mine's the best, but I'm biased"
1694533703,love,@WWisewolf Hey. Oh my. Remember to take some time to actually enjoy the day!  I've loads to do too. Better crack on! Have fun today.
1694792786,anger,Monday...Funday!  Wake up people...and keep me awake please   Today is going to be a long one..I can already feel it. Eww
1752918607,happiness,Went to mikey's cousin's wedding. His mom caught the bouquet.
1751539049,happiness,"I love these App things, it be hella awesome bro."
1751466189,sadness,gosh! i'm freakin' bored! talk to me!
1751954338,love,Edward Cullen. &lt;3  Hahaha.
1695080386,neutral,@cUtEgUrLie Boring? What?! Ugh!!!  come back to of then!
1695923071,love,Gonna go to work with my honey today!!!! So exciting!!!
1694143659,empty,@tommcfly Have a nice daaaay !
1960759920,fun,@ColinOLN i'm trying to make myself like it but i haven't been successful so far. haha
1957320931,anger,@LouGagliardi  damned hordies
1694814951,fun,@lorenanne I look forward to having one very soon
1965555190,fun,"@fifleaona I work in a room in the middle of the office, thus no windows. We call it the programmer cave, I  can only imagine the sky."
1957730135,surprise,"@vibzfabz Hey, you change your twitter account, and you didn't even tell me..."
1694200368,happiness,Oh yeaah.  we'll still be bffs  aha @Sadie_marie.
1693997278,love,"@tracymacy Thanks for follow. Was just adding you from your twitter page, after commenting your blog"
1753854931,neutral,"@bopuc Kinda the same here, maybe just a damn good coffee? Same dilemma, tho."
1695250680,neutral,@colinn And on Wednesday I'll get my government paycheck.  It's like we just swap money...
1957684137,worry,@primesuspect  If only my writing wasn't so scrub.
1964567173,boredom,Ugh... Waiting.... Interminable...
1965390275,anger,seriously why did mum make me eat yeah i have a weird eating habit of not eating all day but really
1964629167,worry,have a biiig headache.
1695054352,neutral,Tea at lee rosy's
1694704997,sadness,"i'm watching missing pieces, just coz the theme song is lost without you"
1751176719,enthusiasm,Chocolate milk and subway. MMM
1964763838,anger,@porcelain_baby @Christomopher your not talking about your obsession with me right???
1961431194,hate,so much for an amazing day...some pervert just ruined it
1752354436,surprise,"@midnightbeadery Awww, thank you!  &amp; you're welcome lol"
1957378234,relief,"I just want somebody to love, and who loves me. I think and day-dream about about that CONSTANTLY."
1957520723,enthusiasm,I Need to get my friggin cameras cleand ASAP !!
1960327485,boredom,in math class waiting for lunchhhhhhhh. seniors are done in fifteen minutes
1696042631,worry,@WalkingHorse glad to hear that    Do you have a busy day today?
1962144504,hate,Ughh. That Miley creature song has infested itself in my brain!
1960598982,anger,@_hayles are u serious???? you touched his arse? ohmygod u bitch!!! lol aaaaawwwwwww y did u tell me that!!!
1752321198,enthusiasm,Think i'm going to go down to the lobby in a while to get either Starbucks or.. perhaps some ice cream
1753532551,worry,Happy Mothers Day to all the mummies  oxoxo
1753853220,neutral,@breatheprod Maya Kibbel DOES NOT have a facebook or myspace page
1752618033,love,"I also have a certain CD from camp that a certain somebody gave me...  Yeah, there's this guy in the video that's really frickin hot!"
1966332287,relief,Mosque and mini-golf! haha I tied for 1st. It looks like the Yankees aren't playing tonight   but I'll just play Fifa! ~Zade~
1694127258,boredom,@TrafficMike irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open
1752646019,love,@charlestrippy LOLL im a college girl...bahahah i love these blogs they're so funny!
1695222849,love,Mother's Day is THIS Sunday.... don't forget to send her something special  http://www.youtube.com/watch?v=ExpmTEVSFQg
1752416091,fun,"I'm not going to lie, I'm loving the Ace of Cakes  wooop! LOST!"
1752226449,surprise,@mahhsaayyy imagine i would say&quot;bitch!&quot; lol if i were ma d! haha but im not cuz ur cool
1694273940,happiness,@imeldalaura it's a woodchipper &amp; it's gonna top off the weekend just nicely
1964954254,surprise,"dinner smells good...man i'm hungry. so sunny outside, wish i was at wonderland"
1963988027,love,@ToplessRobot those aren't even the old dolls...they are the new ones that look like sailor moon!
1964368765,boredom,is tired. 04:30 alarm setting will do that  Off to bed as soon as my bloody iPhone Backup and Sync finishes.
1752533749,love,Just have to say again how much I like the new twitteriffic
1964208986,neutral,People eight years my junior can't understand most of my references
1966273796,anger,Sitting in traffic while my car gets rained on. Just washed it on Sunday. Doesn't the weather know this is California?
1957744492,fun,I want to play parachute games.
1753583122,relief,Off to work
1965401110,anger,"@natss91 kill me as soon as you get here ,ok? my sister is having a sleepover tonight  and her obnoxious friends are driving me insane"
1751104299,boredom,I'm my mom's company picnic at a Lake Elsinore Storm game. Oh the things we do to please moms
1963374591,worry,@donthateitskate  please don't
1962241339,surprise,Cops tell #Tori's Dad they may never find her remains  http://lfpress.ca/newsstand
1957286023,hate,The Taxi Q at Pelangi was super loooong.. and now I'm getting headaches because of the hot-cold transition
1753839405,love,@nickmovs omg!! I'm tweeting sooo late sorry I miss u 2 good times ...NO I didn't marry him still great friends
1965824234,sadness,Bored to tears without my boys! They are at their dad's for a week
1753713473,surprise,? American Pie FOREVER. I'm watching it right now. They're running naked around on the Streets! Would you do that? I would  [ NOT ]
1695250865,worry,"has two finals left today, then starts her big girl job tomorrow"
1966092725,hate,"@niqa86 Yes bb  There are actually 2 of them, but the other one I don't really give a shit about."
1964730582,empty,Too warm!!!
1963601475,boredom,Man i am being boring today not tweeting  How are you guys?
1958120644,neutral,@CheskieBear to go in their next live chat.
1957235120,sadness,sad that will have to leave my beautiful apartment
1753632526,enthusiasm,awake and ready to learn a little more
1963552306,sadness,": What a let down! No MRI today, neurosurgeon didn't order it--which means we have to come back to OkC soon &amp; we no nothing new"
1751681679,surprise,@xmainer1 heading over to xbox  will go shopping 2morrow
1960751051,sadness,ughhh have a tummy ache
1694644524,worry,@bsweens haha they might! good luck if you're taking it as well  i'm hoping I get a 1 for putting my name down
1751249451,enthusiasm,@chaosandharmony Where are you at the mo Becks??  Guessing it's you.  Met you Tga WBW when you spoke there last yr. Business or holiday?
1965816021,worry,"Karine Ruby, &quot;former Olympic snowboarding champion dies at 31.&quot; http://bit.ly/uKRBg"
1752191333,relief,My dad knows i got drunk today. And i didnt get in trouble.
1960709516,worry,Up early for class. ((Blahh))-------&gt; Hang Over kiddies
1961571626,empty,"@usagijen I didn't like the new Terminator movie, man"
1696176467,fun,listening to the online radio; oldies
1960503891,sadness,All the people I talk to are GONE
1965016078,neutral,@ShaiAlston Aw take care babe. Dont have AIM.  When i get it i'll DM u by addy.
1961462777,hate,"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!  http://bit.ly/191TpR"
1962870375,hate,I cant get all my rwitters on my phone this phone sucks
1961504704,worry,@gjo26 why am I weird?
1752748847,enthusiasm,all mom's in the world congratulations
1753742857,happiness,"Yummy, 2 tacos at Jack In the Box"
1961864046,anger,@BigCatJared   What did I do to you!  sheesh
1965757595,empty,has a saw thumb from playing Virtua Tennis...
1965458648,neutral,I just want  to Sleep.
1753822419,neutral,"@sojanjose4u it's working now,IT'S OKAY!"
1962106409,anger,MOtherfuck QW
1752774150,surprise,@felicityrose why would they take a photo with stuffed animals?! that's pretty funny
1965409300,hate,Boring starting work weekend soon................ 1st need to get a Tim Coffee so I can make it through this damn night shift........
1957762576,relief,"just got up, smoking a cig and drinking coffee.. i need to start working on my final project for the univ"
1962857992,empty,@AshleyGofficial it's because finished the recordings?
1753757747,fun,@sruthykumar hahaha totally  yaayy i don't feel so alone on twitter
1696134397,neutral,@meldrum83 kids will not eat salad so they getting crisps only salad for me and mr can make his bloody own
1964689460,worry,sometimes the fact that my health for the lack of a better word SUCKS really scares me
1752505136,happiness,@Jaimie_tv LOL no girl I'm only 17! Too young for college! But yay congrats to us  where does downtown graduate at?
1751287788,enthusiasm,@labelladeanna whatsoever do you mean by 'how I get down' lol I'm always sober
1964865015,love,I Need a freaking adventure.
1960576554,worry,nomatter how much i sleep am still tired  either going to sleep early or late....
1957482979,sadness,has had AWFUL hiccups today and now can't fall asleep because of them
1957679052,surprise,just reached for her plate to get another bit of toast and realised id eaten it all  not a nice feeling
1957389904,surprise,"I'm a genius  put rug in washing machine, left folding door half open, machine moved now door won't close or open. shaking head."
1965907579,neutral,"@madpierrot im sure  s'okay, ill save my $$ and before u know it weiss will be mine."
1957746645,empty,"@chrisontv88 I had a joke for you, but it's too long to tweet."
1752917157,relief,I'm the proud aunt of baby Afrikaah Itzel 7.9 lbs 20.2 in
1753367304,happiness,@lauriepercival it was a great wedding! the band was awesome (they played a ton of great 80's songs) as was the food!
1753094338,fun,@jtimberlake Very funny Thanks
1752591361,enthusiasm,FREE UNLIMITED RINGTONES!!! - http://tinyurl.com/freeringring - USA ONLY - Awesome 4 iphone
1965314331,boredom,@grooveybianca12 nah jkin he's hot! so... bored now
1964152153,hate,ughh feel rubbish
1960817237,hate,Got the sniffles   I SO don't want to get sick - I don't need this.
1751214976,neutral,"@laralowell well, I know I am!!"
1695728231,surprise,"@prempanicker Ah, I thought management fiat was your own fiat  Oh well... And... Shripriya (or Shri if one must shorten it)."
1962058027,sadness,"Man, my sinuses r really buggin me this morning"
1964864746,anger,"Had a shower. it's 5:55 PM. Triple 5's! Crap, it just turned 5:56"
1752052404,enthusiasm,says she wants to be w/ marykay @ sendai right now
1966121456,happiness,@Wonder33Woman Yes I did see Mitch Hedberg and the whole floss thing.  He's hilarious.  I &lt;3 him.  Poor guy
1960811720,hate,"ow, I just rolled over my toe with my desk chair."
1960426224,empty,Hoping I hear something soon about Krystles surgery
1695106575,fun,Sitting with sabbeth in first period.  buhahaha we are so cool -sabbeth lmao
1957728707,anger,i never knew a dentention was so hard 2 get
1966411976,boredom,@DanielFielding i tried listenin to music 4 half an hour! Tried readin a really boring book-still wide awake!
1963900224,boredom,"ya know why today sucks? its been raining, we have no $, &amp; no possibility of a magic friday.  so whats goin down tonight?"
1752591645,empty,wants to increased my karma ~  http://plurk.com/p/suiva
1753382650,enthusiasm,@MA12CUS - You can do yiiiit!  Night
1961969140,anger,Internet is painfully slow today
1752917959,happiness,"just missing you&amp;hoping to talk to you soon..I'm so happy you're mine again, though  You have no idea..&lt;3"
1752020941,happiness,@Samantha797 Yay! Tell her I said congrats
1964617614,enthusiasm,@ItsIan ohhh your soo lucky it is nice out. Here it is rainy and humid.
1696087663,boredom,I'm SUPER tired and probably could sleep ALL day BUT I work 12:30 to 9:30 today in Tool Rental... Oh the Joy!!
1753617789,sadness,"@emilyhall92 awww bless him  i am indeed coming, 68 days woooo! are you?"
1962565407,boredom,jus sittin in da libray and this stupid computer wont let me order any mac foundation
1694904572,fun,"@augusten Ha ha, that's really funny!"
1964602268,anger,Gah! I left my glasses at work and reading is giving me a headache.  I can't believe how much I need them these days.  Old age.
1695408032,boredom,Stuck on NJ Transit for the past twenty minutes. Great way to start the week
1963569628,happiness,FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF&lt;3
1960152622,happiness,"@i_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you &amp; @cdeocampo"
1961501807,anger,"@wmdev Every time I succeed with a code, I get &quot;We're Sorry. Your Credit Card Has Been Declined at this time.&quot;"
1960995562,neutral,i hope my morning show doesn't get cancelled!
1958114835,sadness,@lesley007 Morning Lesley...ya making me jealous
1752322414,enthusiasm,@TheWayIRoll HIII!!!!  i've missed you  just bored....what about u?
1751885216,neutral,@visualheart another purse? Need to see photos.
1965518352,neutral,I'm new at this and I don't have any friends now!  please comment !
1753254884,empty,Is @ the pantry
1962220603,sadness,Hi ho its off to work i go again
1963750715,empty,I want a fake BLT....
1751176829,relief,@Joviswillow Loved those books   Did you read The Host?  Amazing storyteller.
1751213391,love,Happy Mother's Day to Us  FOR NOT BEIN MAMMAS YET and being lucky enough to live our lives a little 1st
1964451215,surprise,395 votes for Hungary?What? But....but...the Nurburgring...  http://tinyurl.com/mtfye3
1965495333,boredom,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes"
1960431374,surprise,"@chelleis Whoa man, now THAT was a great one. I went to Heaven for 5 seconds. U know why lah but pls shhh. LOL. So sorry u weren't there!"
1964387125,sadness,"When you FEEL you can not LIVE without something is when IT is taken away.   Oh, to do it all over again with what I know now.    Movin ON"
1753728489,happiness,Gloomy day can't stop my bliss.  I hope Ronaldo will score in derby match today.
1695002255,enthusiasm,is upload video geje di youtube  http://plurk.com/p/rqaoe
1695510921,surprise,@mystic23 Congrats on the tax refund.  Those are always nice.
1694705347,happiness,Flickr pics Chester Zoo: danwtmoon posted a photo:   &quot;WELCOME&quot; to Chester Zoo by Jockey  http://tinyurl.com/cq7qw8
1752871497,empty,@Elizabeth_N - me too!! I don't want to ooze while speaking either!  (why do I have lame jokes about wiping social media off my shoe? lol)
1964332898,sadness,@epiphanygirl man i missed it!! Ive been waitn all day 4 u 2 giv the tix away &amp; then whn im rappn up @ wrk u gav my tix away! Im sad!
1961151838,worry,i know im wrong .. just give me one more chance   sEnti .. :]
1753157214,empty,@pyrat_ ay beezy! finally lol its time to hookah so get off twiiter...love ya
1964620588,love,Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   &lt;333333333 txt.me.hon!!!
1753432987,surprise,"wow this morning 8.15 hrs ding dong breakfastservice, was a surprise of Marjoleine, Guido and Dirk for mothersday.Mother hapy, father too"
1694089867,neutral,@zhayrar Aw you are and you're welcome
1753804871,relief,Going to take it quite easy today actually. Yesterday was great but it took a lot of energy out of me. Going out for some pirating later.
1753787776,surprise,@hihat7 Go to main settings page for iPhone and scroll down - you will see it
1694221214,relief,"grubs up  so nice being cooked for, I feel like a princess every time"
1964826940,anger,@JennyTaylor94  yer it is...poor little cock  but she well doesnt deserve the stick off everyone! cowell once again going against producer
1957346003,sadness,now im gettin a complex my followers are shrinking   want to make 100 b4 Sunday
1753884983,relief,"fear crept in but it's already been dismissed. now let me do this thing right, coz this time the feelings are there and it's so different"
1694165895,boredom,@aussiecynic Watching you work is exhausing. Just thinking about it is making  me sleepy
1694666577,fun,waitin 4 the skool bus soo tired nd still soo much 2 do...want 2 b lazy nd sleep but since I cnt ill sing all my fav songs
1957340996,worry,"Well I did run over a cat today (I know how sad) I cried and screamed my lungs out!!! I felt HORRIBLE, poor thing"
1962714445,sadness,spending most of the weekend working.. that doesn't even sound fun
1695922856,fun,@Raderr but yeah i like purple maybe thats why!! ;)  :p :d
1962196815,hate,"I want to shoot Viva Hate... this is only the second time since I got my new camera I've had a chance, and the other was pitch black"
1963218200,relief,Getting oil change. Apparently the mice that have been eating my birdseed in my garage have also been eating my air filter.
1960565313,enthusiasm,"@KatMeyer Hey, is the #beatweetup badge required for tonight? Just realized I left mine at home!"
1753803576,relief,Filming the very last scene of Afflicted - then it's on to sound design... soon! soon!
1960994113,neutral,My bum hurts.
1694291332,neutral,is over it.  http://plurk.com/p/rp5np
1751359197,relief,"this aztec mask is harder then i thought! but u kno what, i think i did a pretty good job for not being an artist"
1962213285,anger,@msaysrawr *points at the gear question I just posted* I cant get the rest of my Dreadweave set
1753820444,empty,@Donny_B if you're in leeds you can have one from me
1695805900,neutral,@joerumore that is true. It's up to their discretion. Being nice to them also helps.  So far I have not been turned down ;-)
1965762657,neutral,missing Tim!
1958075486,anger,"@LeahMul awh, thats not good,   get better soon!"
1962222720,boredom,I totally want some white chocolate macadamia cookies from Mrs. Fields but the mall is soooo far away. Bleh  i think I'll make my own
1694436949,neutral,@videogareth yet...
1753551275,relief,"Have just slept for 14 hours, would have been longer but working this pm"
